Event	ID	Name			Wwise Object Path	Notes
	365318234	Play_Respawn			\Weapons\Play_Respawn	
	367760140	Play_OBJ_Chest_Synergy_Win_01			\Weapons\Play_OBJ_Chest_Synergy_Win_01	
	369380545	Play_WPN_rpg_reload_01			\Weapons\Play_WPN_rpg_reload_01	
	380816061	Play_OBJ_spears_open_01			\Weapons\Play_OBJ_spears_open_01	
	380909153	Play_WPN_grasshopper_shot_01			\Weapons\Play_WPN_grasshopper_shot_01	
	390805831	Play_ENM_Tarnisher_Awake_01			\Weapons\Play_ENM_Tarnisher_Awake_01	
	392413003	Play_OBJ_boulder_crash_01			\Weapons\Play_OBJ_boulder_crash_01	
	394686589	Play_ENM_creecher_charge_01			\Weapons\Play_ENM_creecher_charge_01	
	395657339	Play_WPN_pillow_reload_01			\Weapons\Play_WPN_pillow_reload_01	
	397395019	Play_ENV_water_splash_01			\Weapons\Play_ENV_water_splash_01	
	397674507	Play_OBJ_weapon_pickup_01			\Weapons\Play_OBJ_weapon_pickup_01	
	399198074	Play_WPN_magnum_shot_01			\Weapons\Play_WPN_magnum_shot_01	
	399974735	Play_OBJ_cryo_freeze_01			\Weapons\Play_OBJ_cryo_freeze_01	
	401815250	Play_OBJ_cauldron_splash_01			\Weapons\Play_OBJ_cauldron_splash_01	
	409666624	Play_OBJ_passive_get_01			\Weapons\Play_OBJ_passive_get_01	
	410463925	Play_BOSS_agunim_volley_01			\Weapons\Play_BOSS_agunim_volley_01	
	420918510	Play_BOSS_mob_glocks_01			\Weapons\Play_BOSS_mob_glocks_01	
	422438246	Play_BOSS_bashellisk_grow_01			\Weapons\Play_BOSS_bashellisk_grow_01	
	424458282	Play_ENM_bird_egg_01			\Weapons\Play_ENM_bird_egg_01	
	426661078	Play_WPN_duelingpistol_shot_01			\Weapons\Play_WPN_duelingpistol_shot_01	
	434252959	Play_NPC_Blessing_Speed_Tonic_01			\Weapons\Play_NPC_Blessing_Speed_Tonic_01	
	437910876	Play_WPN_LowerCaseR_Bye_ThankYou_01			\Weapons\Play_WPN_LowerCaseR_Bye_ThankYou_01	
	440608665	Play_MUS_Dungeon_State_LoopD			\Weapons\Play_MUS_Dungeon_State_LoopD	
	440608668	Play_MUS_Dungeon_State_LoopA			\Weapons\Play_MUS_Dungeon_State_LoopA	
	440608670	Play_MUS_Dungeon_State_LoopC			\Weapons\Play_MUS_Dungeon_State_LoopC	
	440608671	Play_MUS_Dungeon_State_LoopB			\Weapons\Play_MUS_Dungeon_State_LoopB	
	445426712	Play_WPN_glitter_impact_01			\Weapons\Play_WPN_glitter_impact_01	
	447476819	Play_ENM_ironmaiden_stomp_01			\Weapons\Play_ENM_ironmaiden_stomp_01	
	448102651	Play_CHR_boot_stairs_01			\Weapons\Play_CHR_boot_stairs_01	
	449871153	Play_WPN_woodbeam_impact_01			\Weapons\Play_WPN_woodbeam_impact_01	
	451640935	Play_VO_lichB_death_01			\Weapons\Play_VO_lichB_death_01	
	451963574	Play_VO_kali_death_01			\Weapons\Play_VO_kali_death_01	
	453566709	Play_BOSS_doormimic_appear_01			\Weapons\Play_BOSS_doormimic_appear_01	
	460440764	Play_WPN_blackhole_impact_01			\Weapons\Play_WPN_blackhole_impact_01	
	466446116	Play_WPN_RPG_shot_01			\Weapons\Play_WPN_RPG_shot_01	
	472622181	Play_WPN_Life_Orb_Blast_01			\Weapons\Play_WPN_Life_Orb_Blast_01	
	473822713	Play_BOSS_RatMech_Roar_01			\Weapons\Play_BOSS_RatMech_Roar_01	
	473822714	Play_BOSS_RatMech_Roar_02			\Weapons\Play_BOSS_RatMech_Roar_02	
	477812650	Play_MUS_Lich_Phase_03			\Weapons\Play_MUS_Lich_Phase_03	
	477812651	Play_MUS_Lich_Phase_02			\Weapons\Play_MUS_Lich_Phase_02	
	477969130	Play_MUS_NPC_State_Vampire			\Weapons\Play_MUS_NPC_State_Vampire	
	480915955	Play_ENM_cannonball_launch_01			\Weapons\Play_ENM_cannonball_launch_01	
	482750352	Play_BOSS_lichA_twirl_01			\Weapons\Play_BOSS_lichA_twirl_01	
	484263990	Play_ENM_revolvenant_circle_01			\Weapons\Play_ENM_revolvenant_circle_01	
	486575468	Play_MUS_Title_Theme_01			\Weapons\Play_MUS_Title_Theme_01	
	495665534	Play_ENM_cannonball_eyes_01			\Weapons\Play_ENM_cannonball_eyes_01	
	496571740	Play_BOSS_RatMech_Lights_01			\Weapons\Play_BOSS_RatMech_Lights_01	
	498227361	Play_ITM_Table_Time_Freeze_01			\Weapons\Play_ITM_Table_Time_Freeze_01	
	503868449	Play_BOSS_Rat_Tail_Spin_01			\Weapons\Play_BOSS_Rat_Tail_Spin_01	
	504893879	Play_ENM_gunnut_swing_01			\Weapons\Play_ENM_gunnut_swing_01	
	512735656	Play_BOSS_Blockner_Magic_01			\Weapons\Play_BOSS_Blockner_Magic_01	
	517453412	Play_WPN_charmedbow_charge_02			\Weapons\Play_WPN_charmedbow_charge_02	
	517453415	Play_WPN_charmedbow_charge_01			\Weapons\Play_WPN_charmedbow_charge_01	
	519743588	Play_BOSS_DragunGold_Thunder_01			\Weapons\Play_BOSS_DragunGold_Thunder_01	
	522522150	Play_CHR_dice_voice_01			\Weapons\Play_CHR_dice_voice_01	
	528206931	Play_ANM_Gull_Outro_01			\Weapons\Play_ANM_Gull_Outro_01	
	529126935	Play_OBJ_coin_small_01			\Weapons\Play_OBJ_coin_small_01	
	530514705	Play_WPN_moonscraperLaser_shot_01			\Weapons\Play_WPN_moonscraperLaser_shot_01	
	536987491	Play_OBJ_dead_again_01			\Weapons\Play_OBJ_dead_again_01	
	539381578	Play_OBJ_pastkiller_charge_01			\Weapons\Play_OBJ_pastkiller_charge_01	
	541624697	Play_OBJ_elevator_spin_01			\Weapons\Play_OBJ_elevator_spin_01	
	544903597	Play_enm_mech_step_01			\Weapons\Play_enm_mech_step_01	
	548921383	Play_ENM_Tarnisher_Chew_01			\Weapons\Play_ENM_Tarnisher_Chew_01	
	549612519	Play_ENM_iceslime_blast_01			\Weapons\Play_ENM_iceslime_blast_01	
	553930080	Play_PET_wolf_growl_01			\Weapons\Play_PET_wolf_growl_01	
	558701859	Play_WPN_LowerCaseR_Angry_Chump_01			\Weapons\Play_WPN_LowerCaseR_Angry_Chump_01	
	561029918	Play_boss_helicopter_loop_01			\Weapons\Play_boss_helicopter_loop_01	
	566045611	Play_ENM_wizardred_vanish_01			\Weapons\Play_ENM_wizardred_vanish_01	
	567497433	Play_OBJ_chalice_clank_01			\Weapons\Play_OBJ_chalice_clank_01	
	570703017	Play_ENM_blobulord_stream_01			\Weapons\Play_ENM_blobulord_stream_01	
	571867939	Play_CHR_bullet_stairs_01			\Weapons\Play_CHR_bullet_stairs_01	
	576704940	Play_WPN_blasterbow_shot_01			\Weapons\Play_WPN_blasterbow_shot_01	
	585519169	Play_OBJ_orange_love_01			\Weapons\Play_OBJ_orange_love_01	
	587743396	Play_ENM_statue_charge_01			\Weapons\Play_ENM_statue_charge_01	
	589162794	Play_OBJ_drum_break_01			\Weapons\Play_OBJ_drum_break_01	
	597913990	Play_OBJ_metalskin_end_01			\Weapons\Play_OBJ_metalskin_end_01	
	601033998	Play_OBJ_wall_reveal_01			\Weapons\Play_OBJ_wall_reveal_01	
	605431270	Play_UI_state_speaker_01			\Weapons\Play_UI_state_speaker_01	
	605825331	Play_CHR_major_damage_01			\Weapons\Play_CHR_major_damage_01	
	610862748	Play_WPN_beretta_shot_01			\Weapons\Play_WPN_beretta_shot_01	
	612354112	Play_ENM_beholster_death_01			\Weapons\Play_ENM_beholster_death_01	
	614710218	Play_WPN_LowerCaseR_Scary_Handsome_01			\Weapons\Play_WPN_LowerCaseR_Scary_Handsome_01	
	616681997	Play_BOSS_agunim_orb_01			\Weapons\Play_BOSS_agunim_orb_01	
	620931922	Play_BOSS_doormimic_eyes_01			\Weapons\Play_BOSS_doormimic_eyes_01	
	631327459	Play_ENM_highpriest_cloak_01			\Weapons\Play_ENM_highpriest_cloak_01	
	638157508	Play_CHR_shopkeep_voice_01			\Weapons\Play_CHR_shopkeep_voice_01	
	640209676	Play_WPN_Gun_Finale_01			\Weapons\Play_WPN_Gun_Finale_01	
	641650343	Play_WPN_LowerCaseR_Magical_Abra_01			\Weapons\Play_WPN_LowerCaseR_Magical_Abra_01	
	645475940	Play_ENM_kali_pop_01			\Weapons\Play_ENM_kali_pop_01	
	647237101	Play_ENM_chanceBullet_Box_01			\Weapons\Play_ENM_chanceBullet_Box_01	
	649238026	Play_BOSS_dragun_blade_01			\Weapons\Play_BOSS_dragun_blade_01	
	651520358	Play_PET_chicken_cluck_01			\Weapons\Play_PET_chicken_cluck_01	
	663213991	Play_ENM_flame_veil_01			\Weapons\Play_ENM_flame_veil_01	
	664545349	Play_OBJ_prize_won_01			\Weapons\Play_OBJ_prize_won_01	
	676688657	Play_BOSS_tank_move_02			\Weapons\Play_BOSS_tank_move_02	
	676688658	Play_BOSS_tank_move_01			\Weapons\Play_BOSS_tank_move_01	
	677377632	Play_ENM_plasma_burst_01			\Weapons\Play_ENM_plasma_burst_01	
	679610145	Play_ENM_bulletking_shot_01			\Weapons\Play_ENM_bulletking_shot_01	
	679801478	Stop_WPN_syringe_loop_01			\Weapons\Stop_WPN_syringe_loop_01	
	680204102	Play_WPN_LowerCaseR_Bye_Cowabunga_01			\Weapons\Play_WPN_LowerCaseR_Bye_Cowabunga_01	
	682872508	Play_VO_lichC_death_01			\Weapons\Play_VO_lichC_death_01	
	686033233	Play_ENM_Grip_Master_Lockon_01			\Weapons\Play_ENM_Grip_Master_Lockon_01	
	690700648	Play_OBJ_rope_escape_01			\Weapons\Play_OBJ_rope_escape_01	
	708152799	Play_OBJ_trashbag_burst_01			\Weapons\Play_OBJ_trashbag_burst_01	
	712398994	Play_WPN_radgun_noice_01			\Weapons\Play_WPN_radgun_noice_01	
	713974952	Play_ENM_Grip_Master_Swipe_02			\Weapons\Play_ENM_Grip_Master_Swipe_02	
	713974955	Play_ENM_Grip_Master_Swipe_01			\Weapons\Play_ENM_Grip_Master_Swipe_01	
	714267031	Play_BOSS_dragun_flap_01			\Weapons\Play_BOSS_dragun_flap_01	
	715063649	Play_CHR_gunslingking_voice_01			\Weapons\Play_CHR_gunslingking_voice_01	
	716969274	Play_MUS_Boss_Theme_Lich			\Weapons\Play_MUS_Boss_Theme_Lich	
	736639968	Play_BOSS_queenship_explode_01			\Weapons\Play_BOSS_queenship_explode_01	
	738165203	Play_CHR_frump_voice_01			\Weapons\Play_CHR_frump_voice_01	
	738309264	Play_WPN_bees_impact_01			\Weapons\Play_WPN_bees_impact_01	
	742683278	Play_WPN_LowerCaseR_Angry_Dork_01			\Weapons\Play_WPN_LowerCaseR_Angry_Dork_01	
	742788847	Play_CHR_Owl_Voice_01			\Weapons\Play_CHR_Owl_Voice_01	
	747424064	Play_obj_bowler_ignite_01			\Weapons\Play_obj_bowler_ignite_01	
	747756892	Play_AGUNIM_VO_NPC_VENDOR_01			\Weapons\Play_AGUNIM_VO_NPC_VENDOR_01	
	747756895	Play_AGUNIM_VO_NPC_VENDOR_02			\Weapons\Play_AGUNIM_VO_NPC_VENDOR_02	
	748362956	Play_WPN_blunderbuss_shot_01			\Weapons\Play_WPN_blunderbuss_shot_01	
	752005000	Play_ENM_WallMimic_Walk_01			\Weapons\Play_ENM_WallMimic_Walk_01	
	756234716	Play_ENV_puddle_zap_01			\Weapons\Play_ENV_puddle_zap_01	
	756361874	Play_OBJ_mine_beep_01			\Weapons\Play_OBJ_mine_beep_01	
	756815339	Play_TRP_flame_torch_01			\Weapons\Play_TRP_flame_torch_01	
	758145009	Play_obj_slipsign_break_01			\Weapons\Play_obj_slipsign_break_01	
	762152783	Play_UI_titleintro			\Weapons\Play_UI_titleintro	
	762986433	Play_AGUNIM_VO_NONCOMBAT_01			\Weapons\Play_AGUNIM_VO_NONCOMBAT_01	
	766133628	Play_BOSS_lichC_gatling_01			\Weapons\Play_BOSS_lichC_gatling_01	
	772174658	Play_WPN_kthulu_blast_01			\Weapons\Play_WPN_kthulu_blast_01	
	775336242	Play_MUS_Office_Theme_01			\Weapons\Play_MUS_Office_Theme_01	
	779155331	Play_BOSS_bulletbros_fistbump_01			\Weapons\Play_BOSS_bulletbros_fistbump_01	
	782545922	Play_BOSS_Punchout_Swing_Right_01			\Weapons\Play_BOSS_Punchout_Swing_Right_01	
	785827755	Play_ENM_demonwall_intro_01			\Weapons\Play_ENM_demonwall_intro_01	
	786654160	Play_ENM_chainknight_swing_01			\Weapons\Play_ENM_chainknight_swing_01	
	787274165	Play_MUS_Dungeon_State_Secret			\Weapons\Play_MUS_Dungeon_State_Secret	
	789326791	Play_obj_chair_break_01			\Weapons\Play_obj_chair_break_01	
	805650270	Play_OBJ_key_pickup_01			\Weapons\Play_OBJ_key_pickup_01	
	813868243	Play_WPN_raidenlaser_shot_01			\Weapons\Play_WPN_raidenlaser_shot_01	
	820336765	Play_BOSS_lichA_flame_01			\Weapons\Play_BOSS_lichA_flame_01	
	821240748	Play_ENM_gorgun_breech_02			\Weapons\Play_ENM_gorgun_breech_02	
	821240751	Play_ENM_gorgun_breech_01			\Weapons\Play_ENM_gorgun_breech_01	
	822141201	Play_WPN_beam_slash_01			\Weapons\Play_WPN_beam_slash_01	
	822444768	Play_WPN_LowerCaseR_Scary_Cute_01			\Weapons\Play_WPN_LowerCaseR_Scary_Cute_01	
	823519762	Play_OBJ_daggershield_start_01			\Weapons\Play_OBJ_daggershield_start_01	
	825262740	Play_OBJ_cauldron_use_01			\Weapons\Play_OBJ_cauldron_use_01	
	826583587	Play_ENM_rock_blast_01			\Weapons\Play_ENM_rock_blast_01	
	826602401	Stop_BOSS_RatMech_Wizard_Spell_01			\Weapons\Stop_BOSS_RatMech_Wizard_Spell_01	
	831765050	Play_WPN_LowerCaseR_Scary_Ghost_01			\Weapons\Play_WPN_LowerCaseR_Scary_Ghost_01	
	832166237	Play_MUS_Anthem			\Weapons\Play_MUS_Anthem	
	832483197	Play_WPN_spellactionrevolver_reload_01			\Weapons\Play_WPN_spellactionrevolver_reload_01	
	837670647	Play_WPN_LowerCaseR_Chest_Hinge_01			\Weapons\Play_WPN_LowerCaseR_Chest_Hinge_01	
	844205535	Play_OBJ_secret_switch_01			\Weapons\Play_OBJ_secret_switch_01	
	847323484	Play_NPC_Blessing_Synergy_Get_01			\Weapons\Play_NPC_Blessing_Synergy_Get_01	
	848251111	Play_BOSS_Dragun_Gold_Intro_01			\Weapons\Play_BOSS_Dragun_Gold_Intro_01	
	849808829	Play_MUS_Boss_Theme_Dragun_01			\Weapons\Play_MUS_Boss_Theme_Dragun_01	
	849808830	Play_MUS_Boss_Theme_Dragun_02			\Weapons\Play_MUS_Boss_Theme_Dragun_02	
	849818804	Play_ENM_beholster_melt_01			\Weapons\Play_ENM_beholster_melt_01	
	852526915	Play_WPN_Gun_Shot_05			\Weapons\Play_WPN_Gun_Shot_05	
	852526916	Play_WPN_Gun_Shot_02			\Weapons\Play_WPN_Gun_Shot_02	
	852526917	Play_WPN_Gun_Shot_03			\Weapons\Play_WPN_Gun_Shot_03	
	852526919	Play_WPN_Gun_Shot_01			\Weapons\Play_WPN_Gun_Shot_01	
	855138874	Play_OBJ_spears_clank_01			\Weapons\Play_OBJ_spears_clank_01	
	858301901	Play_WPN_rgun_bullet_01			\Weapons\Play_WPN_rgun_bullet_01	
	872137165	Play_WPN_trident_twirl_01			\Weapons\Play_WPN_trident_twirl_01	
	875436990	Play_WPN_radgun_wack_01			\Weapons\Play_WPN_radgun_wack_01	
	882562960	Play_ENM_beholster_intro_01			\Weapons\Play_ENM_beholster_intro_01	
	883740224	Play_BOSS_bulletbros_anger_01			\Weapons\Play_BOSS_bulletbros_anger_01	
	885197389	Play_WPN_plasmarifle_shot_01			\Weapons\Play_WPN_plasmarifle_shot_01	
	885518410	Play_WPN_unicornhorn_shot_01			\Weapons\Play_WPN_unicornhorn_shot_01	
	886780813	Stop_SND_all			\Weapons\Stop_SND_all	
	887256125	Stop_BOSS_doormimic_turn_01			\Weapons\Stop_BOSS_doormimic_turn_01	
	890043378	Play_BOSS_RatPunchout_Lash_01			\Weapons\Play_BOSS_RatPunchout_Lash_01	
	898021496	Play_WPN_crossbow_reload_01			\Weapons\Play_WPN_crossbow_reload_01	
	898620962	Play_ENM_chanceBullet_Burst_01			\Weapons\Play_ENM_chanceBullet_Burst_01	
	900343463	Stop_ENV_acidsizzle_loop_01			\Weapons\Stop_ENV_acidsizzle_loop_01	
	910276859	Play_ENM_cannonball_roll_01			\Weapons\Play_ENM_cannonball_roll_01	
	910879894	Play_WPN_skullgun_shot_01			\Weapons\Play_WPN_skullgun_shot_01	
	918762059	Stop_SND_OBJ			\Weapons\Stop_SND_OBJ	
	925104179	Play_obj_box_break_01			\Weapons\Play_obj_box_break_01	
	929256441	Play_BOSS_doormimic_land_01			\Weapons\Play_BOSS_doormimic_land_01	
	929498179	Play_WPN_LowerCaseR_Bye_Toodles_01			\Weapons\Play_WPN_LowerCaseR_Bye_Toodles_01	
	938304882	Play_WPN_shadesrevolver_shot_01			\Weapons\Play_WPN_shadesrevolver_shot_01	
	947061670	Play_ENM_gorgun_spin_01			\Weapons\Play_ENM_gorgun_spin_01	
	949500639	Play_WPN_energy_accent_01			\Weapons\Play_WPN_energy_accent_01	
	955366409	Play_MUS_NPC_State_Gunsling			\Weapons\Play_MUS_NPC_State_Gunsling	
	960705457	Play_BOSS_cyborg_clap_01			\Weapons\Play_BOSS_cyborg_clap_01	
	962888721	Play_WPN_anvil_impact_01			\Weapons\Play_WPN_anvil_impact_01	
	973360191	Play_UI_menu_confirm_01			\Weapons\Play_UI_menu_confirm_01	
	973498563	Play_ENM_cube_dash_01			\Weapons\Play_ENM_cube_dash_01	
	983217425	Play_ENM_bigshroom_cloud_01			\Weapons\Play_ENM_bigshroom_cloud_01	
	984569034	Play_BOSS_Rat_Trap_Snap_01			\Weapons\Play_BOSS_Rat_Trap_Snap_01	
	990166072	Play_BOSS_doormimic_jump_01			\Weapons\Play_BOSS_doormimic_jump_01	
	994298926	Play_ENM_blobulord_reform_01			\Weapons\Play_ENM_blobulord_reform_01	
	998394443	Play_ENM_PhaseSpider_Vanish_01			\Weapons\Play_ENM_PhaseSpider_Vanish_01	
	1002043183	Play_WPN_nailgun_shot_01			\Weapons\Play_WPN_nailgun_shot_01	
	1002724887	Play_MUS_NPC_State_Synergy			\Weapons\Play_MUS_NPC_State_Synergy	
	1005884771	Play_ENM_screamer_scream_01			\Weapons\Play_ENM_screamer_scream_01	
	1007651490	Play_WPN_peashooter_reload_01			\Weapons\Play_WPN_peashooter_reload_01	
	1012934776	Play_ENM_kali_shockwave_01			\Weapons\Play_ENM_kali_shockwave_01	
	1021859616	Play_MUS_Dungeon_State_Winner			\Weapons\Play_MUS_Dungeon_State_Winner	
	1031844627	Play_CHR_bug_voice_01			\Weapons\Play_CHR_bug_voice_01	
	1035527064	Play_BOSS_bulletbros_spawn_01			\Weapons\Play_BOSS_bulletbros_spawn_01	
